wl,fighterx,fightery,agex,heightx,reachx,slpmx,stacx,sapmx,tdavgx,tdaccx,tddefx,subavgx,winsx,lossesx,drawsx,stanceopenstancex,stanceorthodoxx,stancesouthpawx,stanceswitchx,agey,heighty,reachy,slpmy,stacy,sapmy,tdavgy,tdaccy,tddefy,subavgy,winsy,lossesy,drawsy,stanceopenstancey,stanceorthodoxy,stancesouthpawy,stanceswitchy
1,Alex Morono,Kyle Noke,33,71,72,5,41,58,0,22,50,0,23,9,0,0,1,0,0,43,73,76,3,50,64,1,54,66,0,22,10,1,0,0,1,0
1,Alex Morono,Tim Means,33,71,72,5,41,58,0,22,50,0,23,9,0,0,1,0,0,40,74,75,5,49,60,1,42,65,0,33,15,1,0,1,0,0
1,Alex Morono,James Moontasri,33,71,72,5,41,58,0,22,50,0,23,9,0,0,1,0,0,35,70,71,2,48,40,0,0,79,0,9,5,0,0,0,0,1
0,Alex Nicholson,Misha Cirkunov,33,76,77,4,43,47,0,0,50,0,7,4,0,0,1,0,0,37,75,77,3,51,57,4,39,76,1,15,9,0,0,1,0,0
0,Alex Nicholson,Sam Alvey,33,76,77,4,43,47,0,0,50,0,7,4,0,0,1,0,0,37,74,75,3,44,52,0,14,82,0,33,18,1,0,0,1,0
0,Alex Oliveira,Gilbert Burns,36,71,76,2,51,46,2,38,63,0,22,12,1,0,1,0,0,37,70,71,3,48,54,1,35,47,0,22,6,0,0,1,0,0
1,Alex Oliveira,Ryan LaFlare,36,71,76,2,51,46,2,38,63,0,22,12,1,0,1,0,0,40,73,74,2,40,63,2,44,58,0,14,3,0,0,0,1,0
0,Alex Oliveira,Kevin Holland,36,71,76,2,51,46,2,38,63,0,22,12,1,0,1,0,0,31,75,81,4,49,51,0,38,53,0,25,10,0,0,1,0,0
0,Alex Oliveira,Donald Cerrone,36,71,76,2,51,46,2,38,63,0,22,12,1,0,1,0,0,40,73,73,4,46,53,1,33,73,1,36,17,0,0,1,0,0
0,Alex Oliveira,Nicolas Dalby,36,71,76,2,51,46,2,38,63,0,22,12,1,0,1,0,0,39,71,74,4,43,52,1,30,60,0,23,4,1,0,1,0,0
1,Alex Oliveira,Carlo Pedersoli Jr.,36,71,76,2,51,46,2,38,63,0,22,12,1,0,1,0,0,30,71,75,4,37,61,2,44,0,0,11,3,0,0,0,1,0
0,Alex Oliveira,Shavkat Rakhmonov,36,71,76,2,51,46,2,38,63,0,22,12,1,0,1,0,0,29,73,77,4,61,51,1,29,10,1,18,0,0,0,1,0,0
1,Alex Oliveira,Max Griffin,36,71,76,2,51,46,2,38,63,0,22,12,1,0,1,0,0,38,71,76,3,49,57,1,41,68,0,20,10,0,0,1,0,0
1,Alex Oliveira,Will Brooks,36,71,76,2,51,46,2,38,63,0,22,12,1,0,1,0,0,37,70,72,4,59,56,2,51,82,0,18,4,0,0,1,0,0
0,Alex Oliveira,Randy Brown,36,71,76,2,51,46,2,38,63,0,22,12,1,0,1,0,0,33,75,78,4,46,54,0,39,74,0,18,5,0,0,1,0,0
0,Alex Oliveira,Gunnar Nelson,36,71,76,2,51,46,2,38,63,0,22,12,1,0,1,0,0,35,71,72,1,61,49,1,59,66,1,19,5,1,0,0,0,1
0,Alex Oliveira,Yancy Medeiros,36,71,76,2,51,46,2,38,63,0,22,12,1,0,1,0,0,36,70,75,4,37,47,0,50,73,0,15,8,0,0,1,0,0
1,Alex Oliveira,Carlos Condit,36,71,76,2,51,46,2,38,63,0,22,12,1,0,1,0,0,39,74,75,3,39,55,0,46,38,1,32,14,0,0,1,0,0
0,Alex Pereira,Israel Adesanya,36,76,79,5,62,50,0,10,70,0,9,2,0,0,1,0,0,34,76,80,3,48,56,0,14,77,0,24,3,0,0,0,0,1
1,Alex Pereira,Sean Strickland,36,76,79,5,62,50,0,10,70,0,9,2,0,0,1,0,0,33,73,76,5,41,62,0,64,77,0,28,6,0,0,1,0,0
1,Alex Pereira,Bruno Silva,36,76,79,5,62,50,0,10,70,0,9,2,0,0,1,0,0,34,72,74,4,51,43,1,27,73,0,23,10,0,0,1,0,0
1,Alex Pereira,Bruno Silva,36,76,79,5,62,50,0,10,70,0,9,2,0,0,1,0,0,33,64,65,3,46,59,2,30,64,0,13,5,2,0,1,0,0
1,Alex Pereira,Andreas Michailidis,36,76,79,5,62,50,0,10,70,0,9,2,0,0,1,0,0,35,72,76,2,51,44,1,27,50,0,13,6,0,0,1,0,0
1,Alex Pereira,Jiri Prochazka,36,76,79,5,62,50,0,10,70,0,9,2,0,0,1,0,0,31,75,80,5,55,40,0,50,68,0,29,4,1,0,1,0,0
0,Alex Perez,Alexandre Pantoja,31,66,65,4,48,60,2,44,77,1,24,7,0,0,1,0,0,33,65,67,4,49,50,2,48,67,1,27,5,0,0,1,0,0
1,Alex Perez,Carls John De Tomas,31,66,65,4,48,60,2,44,77,1,24,7,0,0,1,0,0,27,65,71,1,37,44,1,33,66,0,6,2,0,0,0,1,0
1,Alex Perez,Jordan Espinosa,31,66,65,4,48,60,2,44,77,1,24,7,0,0,1,0,0,34,66,69,4,52,57,0,28,70,0,15,9,0,0,1,0,0
1,Alex Perez,Jussier Formiga,31,66,65,4,48,60,2,44,77,1,24,7,0,0,1,0,0,38,65,67,1,39,64,1,35,87,0,23,8,0,0,1,0,0
1,Alex Perez,Eric Shelton,31,66,65,4,48,60,2,44,77,1,24,7,0,0,1,0,0,33,66,68,2,42,63,2,51,46,0,12,6,0,0,1,0,0
0,Alex White,Anthony Rocco Martin,35,72,71,3,42,60,0,28,71,0,13,6,0,0,0,1,0,34,72,73,2,37,58,0,27,68,1,17,6,0,0,1,0,0
0,Alex White,James Krause,35,72,71,3,42,60,0,28,71,0,13,6,0,0,0,1,0,37,74,73,4,49,61,0,18,59,0,28,9,0,0,1,0,0
1,Alex White,Artem Lobov,35,72,71,3,42,60,0,28,71,0,13,6,0,0,0,1,0,37,69,65,3,41,50,0,25,52,0,13,15,1,0,0,1,0
0,Alex White,Jim Miller,35,72,71,3,42,60,0,28,71,0,13,6,0,0,0,1,0,40,68,71,2,42,58,1,44,48,1,37,17,0,0,0,1,0
1,Alex White,Mitch Clarke,35,72,71,3,42,60,0,28,71,0,13,6,0,0,0,1,0,38,70,73,2,34,47,0,15,50,0,11,5,0,0,1,0,0
0,Alex White,Rafael Fiziev,35,72,71,3,42,60,0,28,71,0,13,6,0,0,0,1,0,30,68,71,4,51,49,0,40,89,0,12,3,0,0,0,0,1
0,Alexa Grasso,Tatiana Suarez,30,65,66,4,43,58,0,45,59,0,16,3,1,0,1,0,0,33,65,66,4,63,51,6,61,10,0,11,0,0,0,0,1,0
1,Alexa Grasso,Maycee Barber,30,65,66,4,43,58,0,45,59,0,16,3,1,0,1,0,0,25,65,65,4,52,54,1,35,45,0,13,2,0,0,0,0,1
1,Alexa Grasso,Heather Clark,30,65,66,4,43,58,0,45,59,0,16,3,1,0,1,0,0,43,66,64,3,49,50,0,4,80,0,7,6,0,0,1,0,0
1,Alexa Grasso,Joanne Wood,30,65,66,4,43,58,0,45,59,0,16,3,1,0,1,0,0,38,66,65,6,51,51,1,54,59,0,16,8,0,0,1,0,0
1,Alexa Grasso,Viviane Araujo,30,65,66,4,43,58,0,45,59,0,16,3,1,0,1,0,0,37,64,68,4,47,56,1,40,78,0,12,6,0,0,1,0,0
1,Alexa Grasso,Valentina Shevchenko,30,65,66,4,43,58,0,45,59,0,16,3,1,0,1,0,0,35,65,66,3,52,62,2,63,71,0,23,4,1,0,0,1,0
0,Alexa Grasso,Carla Esparza,30,65,66,4,43,58,0,45,59,0,16,3,1,0,1,0,0,36,61,63,2,40,55,3,35,47,0,20,7,0,0,1,0,0
1,Alexa Grasso,Ji Yeon Kim,30,65,66,4,43,58,0,45,59,0,16,3,1,0,1,0,0,34,67,72,5,36,56,0,0,50,0,9,7,2,0,1,0,0
1,Alexa Grasso,Karolina Kowalkiewicz,30,65,66,4,43,58,0,45,59,0,16,3,1,0,1,0,0,38,63,64,5,43,59,0,26,74,0,16,7,0,0,1,0,0
1,Alexander Gustafsson,Matt Hamill,37,77,79,4,40,51,1,39,83,0,18,8,0,0,1,0,0,47,73,76,3,42,61,3,34,91,0,12,8,0,0,1,0,0
1,Alexander Gustafsson,Vladimir Matyushenko,37,77,79,4,40,51,1,39,83,0,18,8,0,0,1,0,0,53,72,74,1,44,59,3,46,70,0,27,8,0,0,1,0,0
1,Alexander Gustafsson,Jimi Manuwa,37,77,79,4,40,51,1,39,83,0,18,8,0,0,1,0,0,44,73,79,3,54,49,0,18,70,0,17,6,0,0,1,0,0
1,Alexander Gustafsson,Jan Blachowicz,37,77,79,4,40,51,1,39,83,0,18,8,0,0,1,0,0,41,74,78,3,50,53,1,50,68,0,29,10,1,0,1,0,0
0,Alexander Gustafsson,Jon Jones,37,77,79,4,40,51,1,39,83,0,18,8,0,0,1,0,0,36,76,84,4,57,64,1,45,95,0,27,1,0,0,1,0,0
1,Alexander Gustafsson,James Te Huna,37,77,79,4,40,51,1,39,83,0,18,8,0,0,1,0,0,42,74,75,4,51,62,2,37,58,0,16,9,0,0,1,0,0
0,Alexander Gustafsson,Phil Davis,37,77,79,4,40,51,1,39,83,0,18,8,0,0,1,0,0,39,74,79,2,34,72,2,38,72,0,17,4,0,0,1,0,0
0,Alexander Gustafsson,Jon Jones,37,77,79,4,40,51,1,39,83,0,18,8,0,0,1,0,0,36,76,84,4,57,64,1,45,95,0,27,1,0,0,1,0,0
1,Alexander Gustafsson,Cyrille Diabate,37,77,79,4,40,51,1,39,83,0,18,8,0,0,1,0,0,50,78,81,4,71,60,1,83,53,0,19,10,1,0,0,1,0
1,Alexander Hernandez,Francisco Trinaldo,31,69,72,4,41,56,1,31,60,0,14,7,0,0,1,0,0,45,69,70,3,45,60,0,42,60,0,28,9,0,0,0,1,0
1,Alexander Hernandez,Mike Breeden,31,69,72,4,41,56,1,31,60,0,14,7,0,0,1,0,0,34,70,70,5,45,42,0,30,67,0,11,6,0,0,1,0,0
0,Alexander Hernandez,Bill Algeo,31,69,72,4,41,56,1,31,60,0,14,7,0,0,1,0,0,34,72,73,6,52,47,0,46,56,0,18,7,0,0,0,0,1
0,Alexander Hernandez,Renato Moicano,31,69,72,4,41,56,1,31,60,0,14,7,0,0,1,0,0,34,71,72,4,47,60,1,47,72,0,18,5,1,0,1,0,0
1,Alexander Munoz,Carl Deaton,34,69,72,3,42,55,3,40,10,0,7,2,0,0,0,0,1,34,67,69,1,31,61,0,0,50,0,17,7,0,0,1,0,0
1,Alexander Volkanovski,Chad Mendes,35,66,71,6,56,58,1,37,70,0,26,4,0,0,1,0,0,38,66,66,2,49,67,4,55,10,0,18,5,0,0,1,0,0
1,Alexander Volkanovski,Max Holloway,35,66,71,6,56,58,1,37,70,0,26,4,0,0,1,0,0,32,71,69,7,47,59,0,53,84,0,25,7,0,0,1,0,0
1,Alexander Volkanovski,Jose Aldo,35,66,71,6,56,58,1,37,70,0,26,4,0,0,1,0,0,37,67,70,3,46,60,0,54,91,0,31,8,0,0,1,0,0
1,Alexander Volkanovski,Yair Rodriguez,35,66,71,6,56,58,1,37,70,0,26,4,0,0,1,0,0,31,71,71,4,46,52,0,27,58,0,16,5,0,0,1,0,0
1,Alexander Volkanovski,Brian Ortega,35,66,71,6,56,58,1,37,70,0,26,4,0,0,1,0,0,33,68,69,4,38,49,1,27,57,1,16,3,0,0,0,0,1
1,Alexander Volkanovski,Mizuto Hirota,35,66,71,6,56,58,1,37,70,0,26,4,0,0,1,0,0,42,67,67,3,40,54,1,50,58,0,18,10,2,0,1,0,0
1,Alexander Volkov,Roy Nelson,35,79,80,5,57,54,0,63,73,0,37,10,0,0,1,0,0,47,72,73,2,36,46,1,27,65,0,22,14,0,0,1,0,0
1,Alexander Volkov,Stefan Struve,35,79,80,5,57,54,0,63,73,0,37,10,0,0,1,0,0,36,83,84,3,47,46,0,46,55,1,33,13,0,0,1,0,0
0,Alexander Volkov,Curtis Blaydes,35,79,80,5,57,54,0,63,73,0,37,10,0,0,1,0,0,33,76,80,3,49,59,5,53,33,0,17,4,0,0,1,0,0
0,Alexander Volkov,Ciryl Gane,35,79,80,5,57,54,0,63,73,0,37,10,0,0,1,0,0,33,76,81,5,60,63,0,21,50,0,12,2,0,0,1,0,0
1,Alexander Volkov,Marcin Tybura,35,79,80,5,57,54,0,63,73,0,37,10,0,0,1,0,0,38,75,78,3,48,55,1,33,79,0,24,8,0,0,1,0,0
1,Alexander Volkov,Walt Harris,35,79,80,5,57,54,0,63,73,0,37,10,0,0,1,0,0,40,77,77,3,39,54,0,28,70,0,13,10,0,0,0,1,0
1,Alexander Volkov,Alistair Overeem,35,79,80,5,57,54,0,63,73,0,37,10,0,0,1,0,0,43,76,80,3,64,57,1,55,73,0,47,19,0,0,1,0,0
0,Alexander Volkov,Tom Aspinall,35,79,80,5,57,54,0,63,73,0,37,10,0,0,1,0,0,30,77,78,7,66,66,3,10,10,1,14,3,0,0,1,0,0
1,Alexander Volkov,Alexandr Romanov,35,79,80,5,57,54,0,63,73,0,37,10,0,0,1,0,0,33,74,75,4,52,50,4,54,20,0,17,2,0,0,0,1,0
1,Alexander Volkov,Tai Tuivasa,35,79,80,5,57,54,0,63,73,0,37,10,0,0,1,0,0,30,74,75,3,49,43,0,0,54,0,15,6,0,0,0,1,0
0,Alexander Yakovlev,Demian Maia,39,75,74,1,47,58,1,35,72,0,24,10,1,0,0,1,0,46,73,72,1,43,63,2,24,61,1,28,11,0,0,0,1,0
1,Alexander Yakovlev,Alex Da Silva,39,75,74,1,47,58,1,35,72,0,24,10,1,0,0,1,0,28,68,73,2,46,56,1,43,76,0,21,4,0,0,1,0,0
1,Alexandr Romanov,Marcos Rogerio de Lima,33,74,75,4,52,50,4,54,20,0,17,2,0,0,0,1,0,38,73,75,3,57,51,1,45,59,0,22,10,1,0,1,0,0
1,Alexandr Romanov,Chase Sherman,33,74,75,4,52,50,4,54,20,0,17,2,0,0,0,1,0,34,76,78,6,45,52,0,50,74,0,16,12,0,0,1,0,0
1,Alexandr Romanov,Blagoy Ivanov,33,74,75,4,52,50,4,54,20,0,17,2,0,0,0,1,0,37,71,73,3,40,53,0,40,61,0,19,6,0,0,0,1,0
1,Alexandr Romanov,Jared Vanderaa,33,74,75,4,52,50,4,54,20,0,17,2,0,0,0,1,0,31,76,80,4,44,45,0,50,20,0,12,10,0,0,1,0,0
1,Alexandr Romanov,Juan Espino,33,74,75,4,52,50,4,54,20,0,17,2,0,0,0,1,0,43,75,80,2,70,40,8,78,50,2,11,2,0,0,1,0,0
0,Alexandr Romanov,Marcin Tybura,33,74,75,4,52,50,4,54,20,0,17,2,0,0,0,1,0,38,75,78,3,48,55,1,33,79,0,24,8,0,0,1,0,0
1,Alexandre Pantoja,Yuta Sasaki,33,65,67,4,49,50,2,48,67,1,27,5,0,0,1,0,0,34,70,71,2,41,50,3,43,41,1,21,6,2,0,0,1,0
1,Alexandre Pantoja,Matt Schnell,33,65,67,4,49,50,2,48,67,1,27,5,0,0,1,0,0,34,68,70,4,39,55,0,44,46,1,16,7,0,0,1,0,0
1,Alexandre Pantoja,Wilson Reis,33,65,67,4,49,50,2,48,67,1,27,5,0,0,1,0,0,39,64,65,1,29,55,5,42,47,0,23,10,0,0,0,1,0
1,Alexandre Pantoja,Neil Seery,33,65,67,4,49,50,2,48,67,1,27,5,0,0,1,0,0,44,64,64,3,41,58,0,27,53,1,16,13,0,0,1,0,0
0,Alexis Davis,Viviane Araujo,39,66,68,4,49,54,0,44,34,0,21,11,0,0,1,0,0,37,64,68,4,47,56,1,40,78,0,12,6,0,0,1,0,0
0,Alexis Davis,Katlyn Cerminara,39,66,68,4,49,54,0,44,34,0,21,11,0,0,1,0,0,35,69,68,4,34,63,0,15,54,0,18,5,0,0,1,0,0
1,Alexis Davis,Julija Stoliarenko,39,66,68,4,49,54,0,44,34,0,21,11,0,0,1,0,0,30,67,66,2,39,46,0,27,54,1,11,9,2,0,1,0,0
0,Alexis Davis,Jennifer Maia,39,66,68,4,49,54,0,44,34,0,21,11,0,0,1,0,0,35,64,64,4,38,55,0,27,58,0,21,10,1,0,1,0,0
0,Alexis Davis,Pannie Kianzad,39,66,68,4,49,54,0,44,34,0,21,11,0,0,1,0,0,32,67,66,4,49,53,0,30,71,0,17,7,0,0,1,0,0
1,Alexis Davis,Sabina Mazo,39,66,68,4,49,54,0,44,34,0,21,11,0,0,1,0,0,26,67,70,6,43,57,0,80,59,0,9,4,0,0,1,0,0
1,Alexis Davis,Liz Carmouche,39,66,68,4,49,54,0,44,34,0,21,11,0,0,1,0,0,40,66,66,2,54,61,2,51,65,0,13,7,0,0,1,0,0
1,Alexis Davis,Liz Carmouche,39,66,68,4,49,54,0,44,34,0,21,11,0,0,1,0,0,40,66,66,2,54,61,2,51,65,0,13,7,0,0,1,0,0
1,Ali Bagautinov,Geane Herrera,38,64,65,2,42,52,2,36,65,0,15,6,0,0,1,0,0,33,65,66,1,31,52,0,37,38,0,9,3,0,0,1,0,0
0,Ali Bagautinov,Demetrious Johnson,38,64,65,2,42,52,2,36,65,0,15,6,0,0,1,0,0,37,63,66,3,54,67,3,56,65,0,27,3,1,0,1,0,0
0,Ali Bagautinov,Kyoji Horiguchi,38,64,65,2,42,52,2,36,65,0,15,6,0,0,1,0,0,33,65,66,3,45,62,2,44,55,0,19,2,0,0,1,0,0
0,Alistair Overeem,Jairzinho Rozenstruik,43,76,80,3,64,57,1,55,73,0,47,19,0,0,1,0,0,35,74,78,2,45,45,0,0,73,0,13,5,0,0,1,0,0
0,Alistair Overeem,Stipe Miocic,43,76,80,3,64,57,1,55,73,0,47,19,0,0,1,0,0,41,76,80,4,53,54,1,34,68,0,20,4,0,0,1,0,0
0,Alistair Overeem,Ben Rothwell,43,76,80,3,64,57,1,55,73,0,47,19,0,0,1,0,0,42,76,78,3,42,47,0,34,70,0,39,14,0,0,1,0,0
1,Alistair Overeem,Frank Mir,43,76,80,3,64,57,1,55,73,0,47,19,0,0,1,0,0,44,75,79,2,47,38,2,40,54,2,18,11,0,0,0,1,0
1,Alistair Overeem,Fabricio Werdum,43,76,80,3,64,57,1,55,73,0,47,19,0,0,1,0,0,46,76,77,3,52,55,1,31,31,1,24,9,1,0,1,0,0
1,Aljamain Sterling,Renan Barao,34,67,71,4,52,58,1,24,45,0,23,4,0,0,1,0,0,37,66,70,3,36,57,1,41,91,0,34,9,0,0,1,0,0
1,Aljamain Sterling,TJ Dillashaw,34,67,71,4,52,58,1,24,45,0,23,4,0,0,1,0,0,38,66,67,5,41,62,1,30,77,0,18,5,0,0,1,0,0
1,Aljamain Sterling,Augusto Mendes,34,67,71,4,52,58,1,24,45,0,23,4,0,0,1,0,0,40,66,65,2,34,56,1,33,80,0,6,2,0,0,1,0,0
0,Aljamain Sterling,Sean O'Malley,34,67,71,4,52,58,1,24,45,0,23,4,0,0,1,0,0,29,71,72,7,61,61,0,42,62,0,17,1,0,0,0,0,1
0,Aljamain Sterling,Bryan Caraway,34,67,71,4,52,58,1,24,45,0,23,4,0,0,1,0,0,39,68,68,2,34,54,2,25,80,0,21,9,0,0,1,0,0
1,Aljamain Sterling,Johnny Eduardo,34,67,71,4,52,58,1,24,45,0,23,4,0,0,1,0,0,45,67,71,2,39,63,0,20,58,0,28,13,0,0,1,0,0
1,Aljamain Sterling,Cody Gibson,34,67,71,4,52,58,1,24,45,0,23,4,0,0,1,0,0,36,70,71,4,45,55,1,35,64,0,20,9,0,0,1,0,0
1,Allan Nascimento,Carlos Hernandez,32,68,69,3,61,50,1,26,16,0,20,6,0,0,1,0,0,30,68,67,4,46,46,1,15,65,0,9,3,0,0,1,0,0
1,Allan Nascimento,Jake Hadley,32,68,69,3,61,50,1,26,16,0,20,6,0,0,1,0,0,27,67,70,3,44,60,0,25,35,2,10,2,0,0,0,1,0
0,Allan Zuniga,John Gunther,31,67,70,3,52,61,0,0,57,1,13,1,0,0,1,0,0,38,69,72,1,37,46,7,42,0,0,5,1,0,0,1,0,0
1,Alonzo Menifield,Vinicius Moreira,36,72,76,3,57,49,0,33,75,0,15,3,1,0,1,0,0,35,76,76,3,59,43,1,18,0,1,9,5,0,0,1,0,0
0,Alonzo Menifield,William Knight,36,72,76,3,57,49,0,33,75,0,15,3,1,0,1,0,0,35,70,73,2,56,35,1,40,48,0,11,5,0,0,1,0,0
1,Alonzo Menifield,Fabio Cherant,36,72,76,3,57,49,0,33,75,0,15,3,1,0,1,0,0,29,73,74,1,40,38,0,0,0,0,7,4,0,0,0,1,0
1,Alonzo Menifield,Ed Herman,36,72,76,3,57,49,0,33,75,0,15,3,1,0,1,0,0,43,73,77,3,48,42,1,47,59,1,27,16,0,0,1,0,0
0,Alonzo Menifield,Ovince Saint Preux,36,72,76,3,57,49,0,33,75,0,15,3,1,0,1,0,0,40,75,80,2,47,46,1,38,66,0,26,17,0,0,0,1,0
0,Alptekin Ozkilic,John Lineker,37,65,65,3,32,59,4,58,75,0,9,5,0,0,1,0,0,33,63,67,5,40,56,0,58,67,0,31,9,0,0,1,0,0
0,Alvaro Herrera Mendoza,Vicente Luque,33,72,74,1,38,55,0,0,33,1,9,6,0,0,1,0,0,32,71,75,5,52,52,1,60,62,0,22,9,1,0,1,0,0
0,Alvin Robinson,Kenny Florian,41,69,68,1,50,51,1,50,25,1,15,9,0,0,0,1,0,47,70,74,2,40,63,2,33,60,1,14,6,0,0,0,1,0
1,Alvin Robinson,Jorge Gurgel,41,69,68,1,50,51,1,50,25,1,15,9,0,0,0,1,0,47,67,69,3,32,62,0,23,60,0,14,10,0,0,1,0,0
0,Amanda Cooper,Cynthia Calvillo,32,63,64,3,44,51,1,38,28,1,3,5,0,0,0,0,1,36,64,64,4,38,64,1,44,77,0,9,6,1,0,1,0,0
0,Amanda Cooper,Tatiana Suarez,32,63,64,3,44,51,1,38,28,1,3,5,0,0,0,0,1,33,65,66,4,63,51,6,61,10,0,11,0,0,0,0,1,0
0,Amanda Cooper,Ashley Yoder,32,63,64,3,44,51,1,38,28,1,3,5,0,0,0,0,1,36,67,69,3,39,47,1,27,66,0,8,9,0,0,0,1,0
0,Amanda Lemos,Jessica Andrade,36,64,65,3,54,44,0,63,57,0,14,3,1,0,0,1,0,32,61,62,6,50,54,2,54,72,0,25,12,0,0,1,0,0
1,Amanda Lemos,Marina Rodriguez,36,64,65,3,54,44,0,63,57,0,14,3,1,0,0,1,0,36,66,65,4,48,56,0,42,66,0,17,3,2,0,1,0,0
1,Amanda Lemos,Montserrat Conejo Ruiz,36,64,65,3,54,44,0,63,57,0,14,3,1,0,0,1,0,31,60,61,0,27,37,2,83,33,0,10,4,0,0,0,1,0
1,Amanda Lemos,Miranda Granger,36,64,65,3,54,44,0,63,57,0,14,3,1,0,0,1,0,31,67,68,2,47,57,0,0,33,0,7,3,0,0,1,0,0
1,Amanda Lemos,Mackenzie Dern,36,64,65,3,54,44,0,63,57,0,14,3,1,0,0,1,0,30,64,63,3,40,51,0,15,28,1,13,5,0,0,1,0,0
0,Amanda Lemos,Zhang Weili,36,64,65,3,54,44,0,63,57,0,14,3,1,0,0,1,0,34,64,63,5,51,53,2,42,66,0,24,3,0,0,0,0,1
1,Amanda Nunes,Megan Anderson,35,68,69,4,51,57,2,54,82,0,23,5,0,0,1,0,0,34,72,72,1,46,37,0,25,53,0,11,5,0,0,1,0,0
1,Amanda Nunes,Raquel Pennington,35,68,69,4,51,57,2,54,82,0,23,5,0,0,1,0,0,35,67,67,4,52,60,0,27,63,0,16,9,0,0,1,0,0
1,Amanda Nunes,Felicia Spencer,35,68,69,4,51,57,2,54,82,0,23,5,0,0,1,0,0,33,66,68,3,48,45,1,18,27,0,9,3,0,0,1,0,0
1,Amanda Nunes,Sara McMann,35,68,69,4,51,57,2,54,82,0,23,5,0,0,1,0,0,43,66,66,2,46,47,4,65,50,0,13,6,0,0,1,0,0
1,Amanda Nunes,Valentina Shevchenko,35,68,69,4,51,57,2,54,82,0,23,5,0,0,1,0,0,35,65,66,3,52,62,2,63,71,0,23,4,1,0,0,1,0
1,Amanda Nunes,Miesha Tate,35,68,69,4,51,57,2,54,82,0,23,5,0,0,1,0,0,37,66,65,2,45,51,2,31,55,1,20,9,0,0,1,0,0
1,Amanda Nunes,Irene Aldana,35,68,69,4,51,57,2,54,82,0,23,5,0,0,1,0,0,35,69,68,5,40,57,0,50,76,0,15,7,0,0,1,0,0
0,Amanda Nunes,Cat Zingano,35,68,69,4,51,57,2,54,82,0,23,5,0,0,1,0,0,41,66,68,2,61,47,2,65,42,0,10,4,0,0,0,1,0
1,Amanda Nunes,Julianna Pena,35,68,69,4,51,57,2,54,82,0,23,5,0,0,1,0,0,34,66,69,3,47,50,1,55,23,0,12,5,0,0,1,0,0
0,Amanda Ribas,Katlyn Cerminara,30,63,66,4,42,63,1,51,87,0,12,4,0,0,1,0,0,35,69,68,4,34,63,0,15,54,0,18,5,0,0,1,0,0
1,Amanda Ribas,Luana Pinheiro,30,63,66,4,42,63,1,51,87,0,12,4,0,0,1,0,0,31,62,62,3,41,62,2,40,66,0,11,2,0,0,1,0,0
1,Amanda Ribas,Paige VanZant,30,63,66,4,42,63,1,51,87,0,12,4,0,0,1,0,0,29,64,65,3,52,42,1,33,34,1,8,5,0,0,1,0,0
1,Amir Albazi,Kai Kara-France,30,65,68,2,39,63,1,33,40,0,17,1,0,0,1,0,0,30,64,69,4,39,65,0,33,88,0,24,11,0,0,1,0,0
1,Amir Albazi,Zhalgas Zhumagulov,30,65,68,2,39,63,1,33,40,0,17,1,0,0,1,0,0,35,64,66,5,43,52,1,19,75,0,14,9,0,0,0,0,1
1,Amir Albazi,Malcolm Gordon,30,65,68,2,39,63,1,33,40,0,17,1,0,0,1,0,0,33,67,71,2,45,43,1,35,26,1,14,8,0,0,0,0,1
1,Amir Albazi,Alessandro Costa,30,65,68,2,39,63,1,33,40,0,17,1,0,0,1,0,0,28,64,67,3,46,56,0,16,90,0,13,4,0,0,1,0,0
1,Amir Albazi,Francisco Figueiredo,30,65,68,2,39,63,1,33,40,0,17,1,0,0,1,0,0,34,66,68,2,61,61,2,75,76,0,13,5,1,0,0,1,0
0,Amir Sadollah,Dong Hyun Kim,43,70,75,4,46,60,0,27,60,0,6,5,0,0,1,0,0,42,74,76,2,49,58,2,43,71,0,22,4,1,0,0,1,0
0,Amir Sadollah,Dan Hardy,43,70,75,4,46,60,0,27,60,0,6,5,0,0,1,0,0,41,72,74,2,35,51,0,35,35,0,25,10,0,0,1,0,0
0,Amir Sadollah,Yoshihiro Akiyama,43,70,75,4,46,60,0,27,60,0,6,5,0,0,1,0,0,48,70,75,3,41,57,2,67,92,1,14,6,0,0,1,0,0
0,Amir Sadollah,Johny Hendricks,43,70,75,4,46,60,0,27,60,0,6,5,0,0,1,0,0,40,69,69,3,45,53,3,46,63,0,18,8,0,0,0,1,0
1,Amir Sadollah,Brad Blackburn,43,70,75,4,46,60,0,27,60,0,6,5,0,0,1,0,0,46,70,73,4,35,65,0,50,76,0,18,13,1,0,1,0,0
1,Amir Sadollah,CB Dollaway,43,70,75,4,46,60,0,27,60,0,6,5,0,0,1,0,0,40,74,76,2,47,54,3,54,62,1,17,9,0,0,1,0,0
0,Amir Sadollah,Duane Ludwig,43,70,75,4,46,60,0,27,60,0,6,5,0,0,1,0,0,45,70,70,4,44,57,0,25,59,0,21,14,0,0,1,0,0
1,Anderson Dos Santos,Martin Day,38,65,70,2,25,49,0,14,66,0,21,9,0,0,1,0,0,35,70,73,3,45,53,0,60,65,0,8,6,0,0,1,0,0
1,Anderson Silva,Travis Lutter,48,74,77,3,61,60,0,77,69,0,34,11,0,0,0,1,0,50,71,75,0,32,42,1,24,30,0,10,6,0,0,1,0,0
