wl,fighterx,fightery,agex,heightx,reachx,slpmx,stacx,sapmx,tdavgx,tdaccx,tddefx,subavgx,winsx,lossesx,drawsx,stanceopenstancex,stanceorthodoxx,stancesouthpawx,stanceswitchx,agey,heighty,reachy,slpmy,stacy,sapmy,tdavgy,tdaccy,tddefy,subavgy,winsy,lossesy,drawsy,stanceopenstancey,stanceorthodoxy,stancesouthpawy,stanceswitchy
0,Jeremy Stephens,Donald Cerrone,37,69,71,3,40,58,1,38,65,0,28,19,0,0,1,0,0,40,73,73,4,46,53,1,33,73,1,36,17,0,0,1,0,0
0,Jeremy Stephens,Anthony Pettis,37,69,71,3,40,58,1,38,65,0,28,19,0,0,1,0,0,37,70,72,3,47,54,0,50,60,1,24,10,0,0,1,0,0
1,Jeremy Stephens,Rony Jason,37,69,71,3,40,58,1,38,65,0,28,19,0,0,1,0,0,39,67,73,2,44,53,0,30,36,0,14,7,0,0,1,0,0
1,Jeremy Stephens,Marcus Davis,37,69,71,3,40,58,1,38,65,0,28,19,0,0,1,0,0,50,70,70,2,39,65,1,48,47,1,22,11,0,0,0,1,0
1,Jeremy Stephens,Dooho Choi,37,69,71,3,40,58,1,38,65,0,28,19,0,0,1,0,0,32,70,70,4,53,54,0,20,50,0,14,4,1,0,1,0,0
0,Jeremy Stephens,Zabit Magomedsharipov,37,69,71,3,40,58,1,38,65,0,28,19,0,0,1,0,0,33,73,73,4,48,64,5,56,77,0,18,1,0,0,1,0,0
1,Jeremy Stephens,Danny Downes,37,69,71,3,40,58,1,38,65,0,28,19,0,0,1,0,0,37,72,72,1,34,37,0,0,37,0,8,3,0,0,1,0,0
1,Jeremy Stephens,Dennis Bermudez,37,69,71,3,40,58,1,38,65,0,28,19,0,0,1,0,0,37,66,66,4,46,59,3,40,82,1,17,9,0,0,1,0,0
0,Jeremy Stephens,Charles Oliveira,37,69,71,3,40,58,1,38,65,0,28,19,0,0,1,0,0,34,70,74,3,53,51,2,40,55,2,34,9,0,0,1,0,0
0,Jeremy Stephens,Renato Moicano,37,69,71,3,40,58,1,38,65,0,28,19,0,0,1,0,0,34,71,72,4,47,60,1,47,72,0,18,5,1,0,1,0,0
0,Jeremy Stephens,Frankie Edgar,37,69,71,3,40,58,1,38,65,0,28,19,0,0,1,0,0,42,66,68,3,40,65,2,31,65,0,23,11,1,0,1,0,0
0,Jerome Rivera,Ode Osbourne,28,70,72,3,33,51,0,0,40,0,10,6,0,0,0,1,0,32,67,73,3,39,45,1,27,68,0,12,6,0,0,0,1,0
0,Jerome Rivera,Tyson Nam,28,70,72,3,33,51,0,0,40,0,10,6,0,0,0,1,0,40,67,68,3,33,65,0,0,87,0,21,14,1,0,1,0,0
0,Jerrod Sanders,Felipe Arantes,44,68,72,0,64,46,2,33,50,1,16,3,0,0,1,0,0,36,68,73,2,45,64,0,47,41,0,18,10,1,0,1,0,0
0,Jerrod Sanders,Yosdenis Cedeno,44,68,72,0,64,46,2,33,50,1,16,3,0,0,1,0,0,39,68,69,1,29,67,0,0,31,0,10,6,1,0,1,0,0
0,Jessamyn Duke,Leslie Smith,37,71,73,4,53,57,1,36,50,1,3,5,0,0,1,0,0,41,69,66,7,40,51,0,0,62,0,10,7,1,0,1,0,0
0,Jessamyn Duke,Bethe Correia,37,71,73,4,53,57,1,36,50,1,3,5,0,0,1,0,0,40,65,64,4,43,56,0,18,85,0,11,6,1,0,1,0,0
0,Jesse Butler,Jim Miller,31,70,73,2,14,40,0,0,0,0,12,5,0,0,1,0,0,40,68,71,2,42,58,1,44,48,1,37,17,0,0,0,1,0
0,Jesse Forbes,Nick Catone,39,74,75,2,24,53,1,75,66,1,15,5,0,0,0,1,0,42,72,72,2,44,63,3,44,83,0,10,4,0,0,0,1,0
0,Jesse Ronson,Michel Prazeres,38,70,70,3,47,57,0,28,57,0,21,12,0,0,0,1,0,42,66,67,2,47,57,3,36,47,0,26,4,0,0,1,0,0
0,Jesse Ronson,Rafa Garcia,38,70,70,3,47,57,0,28,57,0,21,12,0,0,0,1,0,29,67,70,4,42,61,3,44,79,0,16,3,0,0,1,0,0
0,Jesse Ronson,Francisco Trinaldo,38,70,70,3,47,57,0,28,57,0,21,12,0,0,0,1,0,45,69,70,3,45,60,0,42,60,0,28,9,0,0,0,1,0
0,Jesse Taylor,CB Dollaway,41,72,73,1,65,38,7,50,10,3,31,15,0,0,1,0,0,40,74,76,2,47,54,3,54,62,1,17,9,0,0,1,0,0
1,Jessica Aguilar,Jodie Esquibel,41,63,63,4,50,53,0,25,50,0,20,8,0,0,1,0,0,37,61,64,4,31,52,0,21,83,0,6,6,0,0,1,0,0
0,Jessica Aguilar,Cortney Casey,41,63,63,4,50,53,0,25,50,0,20,8,0,0,1,0,0,36,67,67,4,39,55,0,31,39,0,10,10,0,0,1,0,0
0,Jessica Aguilar,Marina Rodriguez,41,63,63,4,50,53,0,25,50,0,20,8,0,0,1,0,0,36,66,65,4,48,56,0,42,66,0,17,3,2,0,1,0,0
1,Jessica Andrade,Raquel Pennington,32,61,62,6,50,54,2,54,72,0,25,12,0,0,1,0,0,35,67,67,4,52,60,0,27,63,0,16,9,0,0,1,0,0
0,Jessica Andrade,Joanna Jedrzejczyk,32,61,62,6,50,54,2,54,72,0,25,12,0,0,1,0,0,36,66,65,6,48,62,0,62,80,0,16,5,0,0,1,0,0
1,Jessica Andrade,Jessica Penne,32,61,62,6,50,54,2,54,72,0,25,12,0,0,1,0,0,41,65,67,2,31,46,1,21,36,0,14,8,0,0,1,0,0
1,Jessica Andrade,Cynthia Calvillo,32,61,62,6,50,54,2,54,72,0,25,12,0,0,1,0,0,36,64,64,4,38,64,1,44,77,0,9,6,1,0,1,0,0
0,Jessica Andrade,Raquel Pennington,32,61,62,6,50,54,2,54,72,0,25,12,0,0,1,0,0,35,67,67,4,52,60,0,27,63,0,16,9,0,0,1,0,0
0,Jessica Andrade,Marion Reneau,32,61,62,6,50,54,2,54,72,0,25,12,0,0,1,0,0,46,66,68,3,41,59,0,63,50,0,9,8,1,0,1,0,0
0,Jessica Andrade,Zhang Weili,32,61,62,6,50,54,2,54,72,0,25,12,0,0,1,0,0,34,64,63,5,51,53,2,42,66,0,24,3,0,0,0,0,1
1,Jessica Andrade,Angela Hill,32,61,62,6,50,54,2,54,72,0,25,12,0,0,1,0,0,39,63,64,5,50,61,0,34,75,0,16,13,0,0,1,0,0
1,Jessica Andrade,Katlyn Cerminara,32,61,62,6,50,54,2,54,72,0,25,12,0,0,1,0,0,35,69,68,4,34,63,0,15,54,0,18,5,0,0,1,0,0
1,Jessica Andrade,Mackenzie Dern,32,61,62,6,50,54,2,54,72,0,25,12,0,0,1,0,0,30,64,63,3,40,51,0,15,28,1,13,5,0,0,1,0,0
1,Jessica Andrade,Karolina Kowalkiewicz,32,61,62,6,50,54,2,54,72,0,25,12,0,0,1,0,0,38,63,64,5,43,59,0,26,74,0,16,7,0,0,1,0,0
1,Jessica Andrade,Claudia Gadelha,32,61,62,6,50,54,2,54,72,0,25,12,0,0,1,0,0,35,64,63,3,41,57,3,42,58,0,18,5,0,0,1,0,0
0,Jessica Eye,Alexis Davis,37,66,66,3,37,55,0,40,57,0,15,11,0,0,1,0,0,39,66,68,4,49,54,0,44,34,0,21,11,0,0,1,0,0
0,Jessica Eye,Julianna Pena,37,66,66,3,37,55,0,40,57,0,15,11,0,0,1,0,0,34,66,69,3,47,50,1,55,23,0,12,5,0,0,1,0,0
1,Jessica Eye,Viviane Araujo,37,66,66,3,37,55,0,40,57,0,15,11,0,0,1,0,0,37,64,68,4,47,56,1,40,78,0,12,6,0,0,1,0,0
1,Jessica Eye,Katlyn Cerminara,37,66,66,3,37,55,0,40,57,0,15,11,0,0,1,0,0,35,69,68,4,34,63,0,15,54,0,18,5,0,0,1,0,0
0,Jessica Penne,Tabatha Ricci,41,65,67,2,31,46,1,21,36,0,14,8,0,0,1,0,0,29,61,61,4,37,59,3,41,71,0,9,2,0,0,1,0,0
0,Jessica Penne,Emily Ducote,41,65,67,2,31,46,1,21,36,0,14,8,0,0,1,0,0,30,62,63,6,48,56,0,14,92,0,13,8,0,0,1,0,0
0,Jessica-Rose Clark,Jessica Eye,36,65,64,3,51,58,1,42,62,0,11,9,0,0,1,0,0,37,66,66,3,37,55,0,40,57,0,15,11,0,0,1,0,0
0,Jessica-Rose Clark,Tainara Lisboa,36,65,64,3,51,58,1,42,62,0,11,9,0,0,1,0,0,32,67,67,2,50,54,2,40,70,0,7,2,0,0,1,0,0
1,Jessica-Rose Clark,Bec Rawlings,36,65,64,3,51,58,1,42,62,0,11,9,0,0,1,0,0,35,66,64,4,42,57,0,40,68,0,7,8,0,0,1,0,0
0,Jessin Ayari,Luigi Vendramini,31,72,73,3,37,58,0,0,50,0,16,6,0,0,1,0,0,28,68,73,2,40,57,1,15,10,0,9,3,0,0,1,0,0
0,Jesus Aguilar,Tatsuro Taira,27,64,62,1,50,59,1,33,40,1,10,2,0,0,1,0,0,24,67,70,3,71,47,2,41,71,2,15,0,0,0,1,0,0
0,Ji Yeon Kim,Joselyne Edwards,34,67,72,5,36,56,0,0,50,0,9,7,2,0,1,0,0,28,68,70,4,52,50,1,33,64,0,13,5,0,0,1,0,0
0,Ji Yeon Kim,Priscila Cachoeira,34,67,72,5,36,56,0,0,50,0,9,7,2,0,1,0,0,35,67,65,3,44,43,0,33,65,0,12,6,0,0,1,0,0
1,Ji Yeon Kim,Melinda Fabian,34,67,72,5,36,56,0,0,50,0,9,7,2,0,1,0,0,36,66,66,4,41,62,0,0,10,0,4,4,2,0,1,0,0
0,Ji Yeon Kim,Mandy Bohm,34,67,72,5,36,56,0,0,50,0,9,7,2,0,1,0,0,34,67,71,2,45,60,0,18,75,0,8,2,0,0,1,0,0
0,Ji Yeon Kim,Antonina Shevchenko,34,67,72,5,36,56,0,0,50,0,9,7,2,0,1,0,0,39,68,67,3,55,52,0,42,53,0,10,4,0,0,0,1,0
0,Jim Alers,Jason Knight,37,69,71,2,40,56,2,41,80,0,13,3,0,0,1,0,0,31,70,71,2,33,51,1,31,47,1,20,5,0,0,1,0,0
0,Jim Alers,Chas Skelly,37,69,71,2,40,56,2,41,80,0,13,3,0,0,1,0,0,38,71,72,2,40,49,1,34,39,2,19,3,0,0,1,0,0
0,Jim Miller,Donald Cerrone,40,68,71,2,42,58,1,44,48,1,37,17,0,0,0,1,0,40,73,73,4,46,53,1,33,73,1,36,17,0,0,1,0,0
1,Jim Miller,Danny Castillo,40,68,71,2,42,58,1,44,48,1,37,17,0,0,0,1,0,44,69,71,2,42,62,2,38,63,0,17,10,0,0,1,0,0
0,Jim Miller,Alexander Hernandez,40,68,71,2,42,58,1,44,48,1,37,17,0,0,0,1,0,31,69,72,4,41,56,1,31,60,0,14,7,0,0,1,0,0
1,Jim Miller,Duane Ludwig,40,68,71,2,42,58,1,44,48,1,37,17,0,0,0,1,0,45,70,70,4,44,57,0,25,59,0,21,14,0,0,1,0,0
0,Jim Miller,Francisco Trinaldo,40,68,71,2,42,58,1,44,48,1,37,17,0,0,0,1,0,45,69,70,3,45,60,0,42,60,0,28,9,0,0,0,1,0
1,Jim Miller,Nikolas Motta,40,68,71,2,42,58,1,44,48,1,37,17,0,0,0,1,0,31,69,70,3,33,51,0,0,82,0,14,5,0,0,1,0,0
0,Jim Miller,Diego Sanchez,40,68,71,2,42,58,1,44,48,1,37,17,0,0,0,1,0,42,70,72,2,37,56,1,24,46,0,31,13,0,0,0,1,0
1,Jim Miller,Joe Lauzon,40,68,71,2,42,58,1,44,48,1,37,17,0,0,0,1,0,39,70,71,2,39,54,2,45,54,2,28,16,0,0,1,0,0
1,Jim Miller,Clay Guida,40,68,71,2,42,58,1,44,48,1,37,17,0,0,0,1,0,42,67,70,2,33,61,3,36,67,0,38,21,0,0,1,0,0
1,Jim Miller,Joe Lauzon,40,68,71,2,42,58,1,44,48,1,37,17,0,0,0,1,0,39,70,71,2,39,54,2,45,54,2,28,16,0,0,1,0,0
1,Jim Miller,Takanori Gomi,40,68,71,2,42,58,1,44,48,1,37,17,0,0,0,1,0,45,67,70,3,41,60,1,65,63,0,35,14,0,0,0,1,0
1,Jim Miller,Gleison Tibau,40,68,71,2,42,58,1,44,48,1,37,17,0,0,0,1,0,40,70,71,1,31,63,4,53,92,0,33,14,0,0,0,1,0
0,Jim Miller,Beneil Dariush,40,68,71,2,42,58,1,44,48,1,37,17,0,0,0,1,0,34,70,72,3,48,57,1,34,80,0,22,6,1,0,0,1,0
1,Jim Miller,Fabricio Camoes,40,68,71,2,42,58,1,44,48,1,37,17,0,0,0,1,0,45,70,71,1,33,61,2,32,20,1,14,9,1,0,1,0,0
1,Jim Miller,Roosevelt Roberts,40,68,71,2,42,58,1,44,48,1,37,17,0,0,0,1,0,30,74,73,3,44,52,1,29,52,0,12,5,0,0,1,0,0
0,Jim Miller,Dan Hooker,40,68,71,2,42,58,1,44,48,1,37,17,0,0,0,1,0,34,72,75,5,48,51,0,34,80,0,23,12,0,0,0,0,1
1,Jim Miller,Donald Cerrone,40,68,71,2,42,58,1,44,48,1,37,17,0,0,0,1,0,40,73,73,4,46,53,1,33,73,1,36,17,0,0,1,0,0
1,Jim Miller,Melvin Guillard,40,68,71,2,42,58,1,44,48,1,37,17,0,0,0,1,0,40,69,71,2,40,66,1,63,61,0,32,18,2,0,1,0,0
0,Jim Miller,Dustin Poirier,40,68,71,2,42,58,1,44,48,1,37,17,0,0,0,1,0,35,69,72,5,50,53,1,36,63,1,29,8,0,0,0,1,0
1,Jimi Manuwa,Kyle Kingsbury,44,73,79,3,54,49,0,18,70,0,17,6,0,0,1,0,0,41,76,79,2,40,51,2,41,52,0,11,6,0,0,1,0,0
1,Jimi Manuwa,Corey Anderson,44,73,79,3,54,49,0,18,70,0,17,6,0,0,1,0,0,34,75,79,4,46,59,4,50,83,0,14,5,0,0,1,0,0
1,Jimi Manuwa,Jan Blachowicz,44,73,79,3,54,49,0,18,70,0,17,6,0,0,1,0,0,41,74,78,3,50,53,1,50,68,0,29,10,1,0,1,0,0
1,Jimi Manuwa,Ryan Jimmo,44,73,79,3,54,49,0,18,70,0,17,6,0,0,1,0,0,42,73,73,3,66,46,0,28,87,0,19,5,0,0,1,0,0
0,Jimi Manuwa,Anthony Johnson,44,73,79,3,54,49,0,18,70,0,17,6,0,0,1,0,0,39,74,78,3,47,60,2,57,77,0,22,6,0,0,1,0,0
0,Jimi Manuwa,Jan Blachowicz,44,73,79,3,54,49,0,18,70,0,17,6,0,0,1,0,0,41,74,78,3,50,53,1,50,68,0,29,10,1,0,1,0,0
0,Jimi Manuwa,Thiago Santos,44,73,79,3,54,49,0,18,70,0,17,6,0,0,1,0,0,40,74,76,3,48,53,0,33,65,0,22,11,0,0,1,0,0
0,Jimmie Rivera,Pedro Munhoz,34,64,68,4,40,60,0,27,92,0,23,5,0,0,1,0,0,37,66,65,5,43,56,0,19,82,0,20,8,0,0,1,0,0
0,Jimmie Rivera,Marlon Moraes,34,64,68,4,40,60,0,27,92,0,23,5,0,0,1,0,0,35,66,67,3,40,54,0,41,46,0,23,10,1,0,1,0,0
0,Jimmie Rivera,Aljamain Sterling,34,64,68,4,40,60,0,27,92,0,23,5,0,0,1,0,0,34,67,71,4,52,58,1,24,45,0,23,4,0,0,1,0,0
1,Jimmie Rivera,Pedro Munhoz,34,64,68,4,40,60,0,27,92,0,23,5,0,0,1,0,0,37,66,65,5,43,56,0,19,82,0,20,8,0,0,1,0,0
1,Jimmie Rivera,Cody Stamann,34,64,68,4,40,60,0,27,92,0,23,5,0,0,1,0,0,34,66,64,4,47,62,2,39,76,0,21,6,1,0,1,0,0
0,Jimmy Crute,Alonzo Menifield,27,74,74,3,54,44,4,57,60,2,12,4,1,0,1,0,0,36,72,76,3,57,49,0,33,75,0,15,3,1,0,1,0,0
1,Jimmy Crute,Paul Craig,27,74,74,3,54,44,4,57,60,2,12,4,1,0,1,0,0,36,75,76,2,46,45,1,22,37,1,17,7,1,0,1,0,0
0,Jimmy Crute,Anthony Smith,27,74,74,3,54,44,4,57,60,2,12,4,1,0,1,0,0,35,76,76,3,48,46,0,26,48,0,37,19,0,0,1,0,0
1,Jimmy Crute,Sam Alvey,27,74,74,3,54,44,4,57,60,2,12,4,1,0,1,0,0,37,74,75,3,44,52,0,14,82,0,33,18,1,0,0,1,0
0,Jimmy Flick,Charles Johnson,33,67,68,1,50,40,1,26,0,5,17,7,0,0,1,0,0,33,69,70,4,55,59,0,23,63,0,14,6,0,0,0,0,1
1,Jimmy Flick,Malcolm Gordon,33,67,68,1,50,40,1,26,0,5,17,7,0,0,1,0,0,33,67,71,2,45,43,1,35,26,1,14,8,0,0,0,0,1
0,Jimmy Flick,Alessandro Costa,33,67,68,1,50,40,1,26,0,5,17,7,0,0,1,0,0,28,64,67,3,46,56,0,16,90,0,13,4,0,0,1,0,0
1,Jimy Hettes,Robert Whiteford,36,69,71,3,57,57,5,44,61,1,11,3,0,0,0,1,0,40,69,69,2,46,62,1,30,45,0,14,4,0,0,0,1,0
0,Jimy Hettes,Dennis Bermudez,36,69,71,3,57,57,5,44,61,1,11,3,0,0,0,1,0,37,66,66,4,46,59,3,40,82,1,17,9,0,0,1,0,0
0,Jin Soo Son,Mario Bautista,30,66,69,5,36,52,1,25,10,0,9,4,0,0,1,0,0,30,69,69,5,48,53,2,44,66,1,14,2,0,0,0,0,1
0,Jinh Yu Frey,Vanessa Demopoulos,38,63,65,2,43,52,1,36,90,0,11,10,0,0,0,1,0,35,62,59,3,43,43,0,13,30,0,10,5,0,0,1,0,0
0,Jinh Yu Frey,Elise Reed,38,63,65,2,43,52,1,36,90,0,11,10,0,0,0,1,0,31,63,63,2,49,52,0,60,42,0,7,4,0,0,1,0,0
1,Jinh Yu Frey,Ashley Yoder,38,63,65,2,43,52,1,36,90,0,11,10,0,0,0,1,0,36,67,69,3,39,47,1,27,66,0,8,9,0,0,0,1,0
0,Jinh Yu Frey,Viktoriia Dudakova,38,63,65,2,43,52,1,36,90,0,11,10,0,0,0,1,0,25,65,67,3,52,50,2,41,50,0,8,0,0,0,1,0,0
1,Jiri Prochazka,Dominick Reyes,31,75,80,5,55,40,0,50,68,0,29,4,1,0,1,0,0,34,76,77,4,50,48,0,28,80,0,12,4,0,0,0,1,0
1,Jiri Prochazka,Volkan Oezdemir,31,75,80,5,55,40,0,50,68,0,29,4,1,0,1,0,0,34,74,75,4,47,55,0,33,80,0,19,7,0,0,1,0,0
1,Jiri Prochazka,Glover Teixeira,31,75,80,5,55,40,0,50,68,0,29,4,1,0,1,0,0,44,74,76,3,49,51,2,33,60,0,33,9,0,0,1,0,0
1,Joachim Christensen,Bojan Mihajlovic,45,75,76,3,41,46,0,0,0,0,14,6,0,0,1,0,0,43,71,73,1,35,47,0,0,33,0,10,6,0,0,1,0,0
0,Joachim Christensen,Gadzhimurad Antigulov,45,75,76,3,41,46,0,0,0,0,14,6,0,0,1,0,0,37,71,70,2,55,40,5,36,0,1,20,8,0,0,1,0,0
1,Joanderson Brito,Jonathan Pearce,29,68,72,3,51,47,3,75,50,0,16,3,1,0,1,0,0,31,72,71,5,56,55,5,53,56,0,14,5,0,0,0,0,1
1,Joanderson Brito,Lucas Alexander,29,68,72,3,51,47,3,75,50,0,16,3,1,0,1,0,0,28,71,73,5,55,71,0,0,57,0,8,4,0,0,1,0,0
0,Joanderson Brito,Bill Algeo,29,68,72,3,51,47,3,75,50,0,16,3,1,0,1,0,0,34,72,73,6,52,47,0,46,56,0,18,7,0,0,0,0,1
1,Joanna Jedrzejczyk,Carla Esparza,36,66,65,6,48,62,0,62,80,0,16,5,0,0,1,0,0,36,61,63,2,40,55,3,35,47,0,20,7,0,0,1,0,0
0,Joanna Jedrzejczyk,Zhang Weili,36,66,65,6,48,62,0,62,80,0,16,5,0,0,1,0,0,34,64,63,5,51,53,2,42,66,0,24,3,0,0,0,0,1
1,Joanna Jedrzejczyk,Juliana Lima,36,66,65,6,48,62,0,62,80,0,16,5,0,0,1,0,0,41,65,65,1,44,55,1,31,70,0,9,5,0,0,1,0,0
0,Joanna Jedrzejczyk,Zhang Weili,36,66,65,6,48,62,0,62,80,0,16,5,0,0,1,0,0,34,64,63,5,51,53,2,42,66,0,24,3,0,0,0,0,1
1,Joanna Jedrzejczyk,Valerie Letourneau,36,66,65,6,48,62,0,62,80,0,16,5,0,0,1,0,0,40,67,68,4,37,58,0,45,66,0,8,6,0,0,1,0,0
1,Joanna Jedrzejczyk,Jessica Penne,36,66,65,6,48,62,0,62,80,0,16,5,0,0,1,0,0,41,65,67,2,31,46,1,21,36,0,14,8,0,0,1,0,0
0,Joanna Jedrzejczyk,Rose Namajunas,36,66,65,6,48,62,0,62,80,0,16,5,0,0,1,0,0,31,65,65,3,40,62,1,48,60,0,12,6,0,0,1,0,0
0,Joanna Jedrzejczyk,Rose Namajunas,36,66,65,6,48,62,0,62,80,0,16,5,0,0,1,0,0,31,65,65,3,40,62,1,48,60,0,12,6,0,0,1,0,0
0,Joanne Wood,Jennifer Maia,38,66,65,6,51,51,1,54,59,0,16,8,0,0,1,0,0,35,64,64,4,38,55,0,27,58,0,21,10,1,0,1,0,0
0,Joanne Wood,Cynthia Calvillo,38,66,65,6,51,51,1,54,59,0,16,8,0,0,1,0,0,36,64,64,4,38,64,1,44,77,0,9,6,1,0,1,0,0
1,Joanne Wood,Valerie Letourneau,38,66,65,6,51,51,1,54,59,0,16,8,0,0,1,0,0,40,67,68,4,37,58,0,45,66,0,8,6,0,0,1,0,0
1,Joanne Wood,Andrea Lee,38,66,65,6,51,51,1,54,59,0,16,8,0,0,1,0,0,35,66,69,4,46,62,1,58,55,0,13,9,0,0,1,0,0
1,Joanne Wood,Jessica Eye,38,66,65,6,51,51,1,54,59,0,16,8,0,0,1,0,0,37,66,66,3,37,55,0,40,57,0,15,11,0,0,1,0,0
0,Joanne Wood,Jessica Andrade,38,66,65,6,51,51,1,54,59,0,16,8,0,0,1,0,0,32,61,62,6,50,54,2,54,72,0,25,12,0,0,1,0,0
1,Joanne Wood,Seo Hee Ham,38,66,65,6,51,51,1,54,59,0,16,8,0,0,1,0,0,36,62,62,4,39,61,0,0,66,0,17,8,0,0,0,1,0
1,Joaquim Silva,Jesse Ronson,35,68,69,3,41,54,0,60,64,0,13,5,0,0,0,1,0,38,70,70,3,47,57,0,28,57,0,21,12,0,0,0,1,0
0,Joaquim Silva,Vinc Pichel,35,68,69,3,41,54,0,60,64,0,13,5,0,0,0,1,0,41,70,72,3,47,58,3,54,23,0,14,3,0,0,1,0,0
0,Joaquim Silva,Ricky Glenn,35,68,69,3,41,54,0,60,64,0,13,5,0,0,0,1,0,34,72,70,3,43,51,0,13,68,0,22,8,2,0,0,1,0
0,Joaquin Buckley,Alessio Di Chirico,29,70,76,3,33,57,1,36,65,0,17,6,0,0,0,1,0,34,72,74,3,39,61,1,39,83,0,13,7,0,0,1,0,0
1,Joaquin Buckley,Alex Morono,29,70,76,3,33,57,1,36,65,0,17,6,0,0,0,1,0,33,71,72,5,41,58,0,22,50,0,23,9,0,0,1,0,0
1,Joaquin Buckley,Impa Kasanganay,29,70,76,3,33,57,1,36,65,0,17,6,0,0,0,1,0,30,71,75,4,48,58,1,58,66,0,9,2,0,0,1,0,0
0,Joaquin Buckley,Kevin Holland,29,70,76,3,33,57,1,36,65,0,17,6,0,0,0,1,0,31,75,81,4,49,51,0,38,53,0,25,10,0,0,1,0,0
1,Joaquin Buckley,Abdul Razak Alhassan,29,70,76,3,33,57,1,36,65,0,17,6,0,0,0,1,0,38,70,73,3,48,55,0,38,50,0,12,6,0,0,1,0,0
1,Joaquin Buckley,Antonio Arroyo,29,70,76,3,33,57,1,36,65,0,17,6,0,0,0,1,0,34,75,73,2,66,50,1,41,41,0,9,5,0,0,1,0,0
1,Joaquin Buckley,Andre Fialho,29,70,76,3,33,57,1,36,65,0,17,6,0,0,0,1,0,29,72,74,3,41,45,0,10,66,0,16,8,0,0,1,0,0
0,Joby Sanchez,Robert Sanchez,32,66,68,3,36,63,0,71,51,0,11,4,0,0,1,0,0,37,66,66,0,40,46,3,62,50,0,8,2,0,0,1,0,0
0,Joby Sanchez,Geane Herrera,32,66,68,3,36,63,0,71,51,0,11,4,0,0,1,0,0,33,65,66,1,31,52,0,37,38,0,9,3,0,0,1,0,0
0,Jocelyn Jones-Lybarger,Nina Nunes,38,67,64,2,31,56,0,25,81,0,6,4,0,0,1,0,0,38,65,64,4,45,55,0,33,73,0,11,7,0,0,1,0,0
0,Jocelyn Jones-Lybarger,Randa Markos,38,67,64,2,31,56,0,25,81,0,6,4,0,0,1,0,0,38,64,63,2,43,58,1,28,52,0,11,12,1,0,1,0,0
0,Jodie Esquibel,Angela Hill,37,61,64,4,31,52,0,21,83,0,6,6,0,0,1,0,0,39,63,64,5,50,61,0,34,75,0,16,13,0,0,1,0,0
0,Joe Doerksen,Dan Miller,46,72,75,1,42,50,2,33,33,2,51,16,0,0,1,0,0,42,73,74,2,36,49,1,54,47,1,14,8,0,0,1,0,0
0,Joe Doerksen,Ed Herman,46,72,75,1,42,50,2,33,33,2,51,16,0,0,1,0,0,43,73,77,3,48,42,1,47,59,1,27,16,0,0,1,0,0
1,Joe Doerksen,Tom Lawlor,46,72,75,1,42,50,2,33,33,2,51,16,0,0,1,0,0,40,72,74,2,42,60,2,32,57,1,10,6,0,0,0,1,0
1,Joe Duffy,Ivan Jorge,36,70,73,2,34,54,0,66,64,0,16,5,0,0,1,0,0,43,69,73,3,49,59,1,16,75,0,27,7,0,0,1,0,0
0,Joe Duffy,James Vick,36,70,73,2,34,54,0,66,64,0,16,5,0,0,1,0,0,37,75,76,4,39,60,0,33,57,0,13,5,0,0,1,0,0
0,Joe Duffy,Marc Diakiese,36,70,73,2,34,54,0,66,64,0,16,5,0,0,1,0,0,30,70,73,2,40,52,3,43,66,0,17,7,0,0,1,0,0
0,Joe Ellenberger,Bryan Barberena,38,69,72,1,47,48,3,40,0,1,15,2,0,0,1,0,0,34,72,72,5,48,44,0,22,49,0,18,11,0,0,0,1,0
1,Joe Lauzon,Michael Chiesa,39,70,71,2,39,54,2,45,54,2,28,16,0,0,1,0,0,36,73,75,1,40,54,3,50,60,1,18,7,0,0,0,1,0
0,Joe Lauzon,Kenny Florian,39,70,71,2,39,54,2,45,54,2,28,16,0,0,1,0,0,47,70,74,2,40,63,2,33,60,1,14,6,0,0,0,1,0
0,Joe Lauzon,Chris Gruetzemacher,39,70,71,2,39,54,2,45,54,2,28,16,0,0,1,0,0,37,68,68,6,57,52,0,50,65,0,15,5,0,0,1,0,0
1,Joe Lauzon,Diego Sanchez,39,70,71,2,39,54,2,45,54,2,28,16,0,0,1,0,0,42,70,72,2,37,56,1,24,46,0,31,13,0,0,0,1,0
1,Joe Lauzon,Jeremy Stephens,39,70,71,2,39,54,2,45,54,2,28,16,0,0,1,0,0,37,69,71,3,40,58,1,38,65,0,28,19,0,0,1,0,0
0,Joe Lauzon,Clay Guida,39,70,71,2,39,54,2,45,54,2,28,16,0,0,1,0,0,42,67,70,2,33,61,3,36,67,0,38,21,0,0,1,0,0
0,Joe Lauzon,Sam Stout,39,70,71,2,39,54,2,45,54,2,28,16,0,0,1,0,0,39,69,70,4,28,57,0,38,77,0,20,12,1,0,1,0,0
1,Joe Lauzon,Mac Danzig,39,70,71,2,39,54,2,45,54,2,28,16,0,0,1,0,0,44,68,70,3,48,57,1,37,46,0,21,12,1,0,1,0,0
1,Joe Lauzon,Melvin Guillard,39,70,71,2,39,54,2,45,54,2,28,16,0,0,1,0,0,40,69,71,2,40,66,1,63,61,0,32,18,2,0,1,0,0
